scanned 1692 files, 19341 fragments, 1844 candidate pairs
  src/libslic3r/PresetBundle.cpp:5204-5207  <->  src/libslic3r/PresetBundle.cpp:5248-5251  (EXACT, weighted=0.8, line=1)
  src/slic3r/GUI/GLCanvas3D.cpp:10623-10627  <->  src/slic3r/GUI/GLCanvas3D.cpp:10794-10798  (EXACT, weighted=0.8, line=1)
  src/slic3r/GUI/GLCanvas3D.cpp:10543-10544  <->  src/slic3r/GUI/GLCanvas3D.cpp:10731-10732  (EXACT, weighted=0.8, line=1)
  src/slic3r/GUI/Plater.cpp:18824-18828  <->  src/slic3r/GUI/Plater.cpp:18862-18866  (EXACT, weighted=0.8, line=1)
  xs/src/ppport.h:5190-5194  <->  xs/src/ppport.h:5217-5222  (STRUCTURAL, weighted=0.799988, line=0.833333)
  xs/src/ppport.h:5261-5265  <->  xs/src/ppport.h:5288-5293  (STRUCTURAL, weighted=0.799988, line=0.833333)
  src/libslic3r/Format/3mf.cpp:1330-1365  <->  src/libslic3r/Format/bbs_3mf.cpp:2509-2547  (STRUCTURAL, weighted=0.795509, line=0.730769)
  src/slic3r/GUI/Gizmos/GLGizmoAssembly.cpp:157-168  <->  src/slic3r/GUI/Gizmos/GLGizmoColorCut.cpp:2718-2731  (STRUCTURAL, weighted=0.794361, line=0.5)
  src/slic3r/GUI/Gizmos/GLGizmoAdvancedCut.cpp:2300-2313  <->  src/slic3r/GUI/Gizmos/GLGizmoAssembly.cpp:157-168  (STRUCTURAL, weighted=0.794361, line=0.5)
  src/slic3r/GUI/Gizmos/GLGizmoSVG.cpp:429-433  <->  src/slic3r/GUI/Gizmos/GLGizmoSVG.cpp:457-461  (STRUCTURAL, weighted=0.792607, line=0.666667)
  src/libslic3r/GCode/AvoidCrossingPerimeters.cpp:1033-1092  <->  src/libslic3r/GCode/AvoidCrossingPerimeters.cpp:1203-1259  (STRUCTURAL, weighted=0.788358, line=0.75)
  xs/src/perlglue.cpp:492-498  <->  xs/src/perlglue.cpp:523-530  (STRUCTURAL, weighted=0.782724, line=0.5)
  src/libslic3r/CutUtils.cpp:154-232  <->  src/libslic3r/Model.cpp:2081-2146  (STRUCTURAL, weighted=0.782146, line=0.719298)
  src/libslic3r/ClipperUtils.cpp:1346-1386  <->  src/libslic3r/ClipperUtils.cpp:1392-1432  (STRUCTURAL, weighted=0.779671, line=0.828571)
  src/slic3r/GUI/Gizmos/GLGizmoAdvancedCut.cpp:2059-2070  <->  src/slic3r/GUI/Gizmos/GLGizmoColorCut.cpp:2476-2487  (STRUCTURAL, weighted=0.767788, line=0.818182)
  src/slic3r/GUI/CalibrationWizardSavePage.cpp:1759-1780  <->  src/slic3r/GUI/CalibrationWizardSavePage.cpp:1944-1965  (STRUCTURAL, weighted=0.766721, line=0.545455)
  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:1589-1595  <->  src/slic3r/GUI/GCodeRenderer/LegacyRenderer.cpp:1602-1610  (STRUCTURAL, weighted=0.765805, line=0.777778)
  sandboxes/its_neighbor_index/ItsNeighborIndex.cpp:420-474  <->  sandboxes/its_neighbor_index/ItsNeighborIndex.cpp:480-534  (STRUCTURAL, weighted=0.763829, line=0.95)
  src/slic3r/GUI/Gizmos/GLGizmoAdvancedCut.cpp:1166-1212  <->  src/slic3r/GUI/Gizmos/GLGizmoColorCut.cpp:1300-1348  (STRUCTURAL, weighted=0.763323, line=0.595745)
  src/slic3r/GUI/GUI_Preview.cpp:84-124  <->  src/slic3r/GUI/GUI_Preview.cpp:812-855  (STRUCTURAL, weighted=0.763161, line=0.725)
  src/clipper2/Clipper2Lib/include/clipper2/clipper.minkowski.h:95-100  <->  src/clipper2/Clipper2Lib/include/clipper2/clipper.minkowski.h:110-115  (STRUCTURAL, weighted=0.753527, line=0.714286)
  src/slic3r/GUI/MultiTaskManagerPage.cpp:562-576  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:933-947  (STRUCTURAL, weighted=0.752481, line=0.8)
  src/libslic3r/Format/3mf.cpp:1429-1463  <->  src/libslic3r/Format/bbs_3mf.cpp:3427-3465  (STRUCTURAL, weighted=0.745211, line=0.888889)
